Description,Address,Price(Rands),Bedrooms,Bathrooms,Toilets,Garage
"Land for Sale in Deneysville, Vaal Dam",Deneysville,215000,0,0.0,0,0
Contemporary Family Home in Secure Fynbos & Vineyard Estate,Franschhoek,6750000,4,4.0,5,2
Vacant Land in Sandy Point Beach Estate,"Sandy Point, 60 Diademma Street",240000,0,0.0,0,0
Parys popular area dog friendly,Parys,765000,2,1.5,0,0
"Land for sale in Leeuwfontein, Pretoria.",Leeuwfontein,7000000,0,0.0,0,0
Large family home with a Difference,Signal Hill,2850000,6,3.0,0,0
Six thousand and ninety seven square meter vacant plot,"Port Alfred, 34-36 Stewart Road",800000,0,0.0,0,0
Spick & Span,Waterval East,585000,2,1.0,1,0
Beautiful level stand in Sandy Point Beach Estate,"Sandy Point, 92 Beach Road",224000,0,0.0,0,0
The only home for you!,Waterval East,640000,2,1.0,1,1
African Retreat,Stilbaai Wes,4125000,4,3.0,3,2
Magnificent Views - No transfer duty,"St Francis Links, 65 Jack Nicklaus Drive",1100000,0,0.0,0,0
Elysium vacant stand ERF145,"Elysium, ERF 145 Elysium",300000,0,0.0,0,0
Elysium vacant stand ERF144,"Elysium, ERF 144 Elysium",300000,0,0.0,0,0
Elysium vacant stand ERF 143,"Elysium, ERF 143 Elysium",300000,0,0.0,0,0
Elysium vacant stand 2nd of 5 in a row,"Elysium, ERF 142 Elysium",300000,0,0.0,0,0
Elysium vancant stand 1st of 5 in a row,"Elysium, ERF 141 Elysium",300000,0,0.0,0,0
Very Large vacant Stand Pennington,"Pennington, 21 Umdoni road",1200000,0,0.0,0,0
Vacant stand Sezela,"Sezela, 14 Msinsi",300000,0,0.0,0,0
Large Corner stand in Ifafa Beach,"Ifafa Beach, 17 Stott",220000,0,0.0,0,0
A Blank Canvas,Wavecrest,600000,0,0.0,0,0
Dreaming of a Small Piece of Paridise,Wavecrest,1185000,0,0.0,0,0
The Height Of Luxury,Wavecrest,1935000,4,3.0,1,2
The Art Of Living!!,Zimbali Coastal Resort & Estate,24999000,4,4.0,4,2
"B n B Potential in Up-Market, Seaside Estate",Khamanga Bay,4500000,5,5.0,6,4
Front Row Holiday Home in Marshstrand,Haga Haga,3200000,3,2.0,2,1
Breath Taking,Wavecrest,385000,0,0.0,0,0
Close to the Waterfront,Vaal Marina,2010000,4,2.0,0,0
"Income earning potential! - A must see,with great sea views!","Bazley Beach, 28 Lagoon drive",2100000,3,3.0,0,0
Land!! With the most gorgeous sea views!,"Bazley Beach, 26 Lagoon drive",433000,0,0.0,0,0
House for Sale in Sunrise Park,Boitekong,500000,3,1.5,1,0
Property in Exclusive Gated Estate close to golf course,Nelspruit Central,800000,0,0.0,0,0
Value With A View!!,Oyster Bay,440000,0,0.0,0,0
"Lovely Executive home in the heart of Raslouw, Centurion","Celtisdal, 1321/25 Phillirene Road",2840591,4,4.0,4,2
Vacant Land in Morgans Bay,"Morgans Bay, 319 Tanglewood Road",350000,0,0.0,0,0
Newly Refurbished,Safari Gardens,850000,3,2.5,3,1
Lovely house in safe complex,Cashan & Ext,1060000,3,2.0,2,2
Vacant Stand for sale in Cullinan!!,"Cullinan, 21/2869 Cullinan Golf Estate",210000,0,0.0,0,0
Vacant Stand in Cullinan!!,"Cullinan, 22/2869 Cullinan Golf Estate",210000,0,0.0,0,0
No Room For In laws!,Middedorp,385000,1,1.0,0,0
Vacant Land for sale in Cashan!,Cashan & Ext,730000,0,0.0,0,0
Vacant Land for sale!,Cashan & Ext,720000,0,0.0,0,0
Bargain Stand,Wavecrest,460000,0,0.0,0,0
Enjoy The Nice and Quiet Lifestyle,Wavecrest,490000,0,0.0,0,0
A Dream Come True !,Wavecrest,330000,0,0.0,0,0
Start Dreaming,Wavecrest,380000,0,0.0,0,0
Large stand in upmarket estate - Hartbeespoort,Port Provence,700000,0,0.0,0,0
Vacant land in Elysium,"Elysium, 5 Wingrove Lane",380000,0,0.0,0,0
Good Investment!,Fountains Estate,255000,0,0.0,0,0
Peaceful and Secure Nature Estate,Granite Hill,480000,0,0.0,0,0
Leeuwfontein Estates,Leeuwfontein Estate,910000,0,0.0,0,0
Guesthouse with Sea View For Sale in Yzerfontein,"Yzerfontein, 94 Versveld Street",6400000 ,5,5.0,6,2
State-of-the-Art secure family home,Barberton,2700000,3,2.0,2,4
Vacant Land with a Good Address on Port Alfred's West Bank,"Port Alfred, 18A Stewart Road",399000,0,0.0,0,0
Perfect for first time buyers !!!,"Widenham, 11 Devon Place",895000,3,2.0,2,0
Escape to a modern immaculate estate home at the coast!,"Pennington, 1366/1366 Valley Circle",1995000,3,2.0,2,2
"Ground floor Apartment , No Transfer Duty .",Ballito Central,2400000,3,2.0,2,1
KZN-Nottingham Road- Land for sale in Gowrie Village.,"Gowrie Village, 1 Gowrie Ave",1200000,0,0.0,0,0
Spacious and away form the hustle and bustle !!!,"Pennington, 6 Marlin Drive",2000000,4,2.0,2,3
4 Bedroom house Ventersdorp,Ventersdorp,840000 ,4,2.0,2,0
Nearest to water - Hartbeespoort,Leloko Lifestyle & Eco Estate,690000,0,0.0,0,0
Soak up the Seaviews in Scottburgh,Scottburgh Central,820000,2,1.0,1,0
New Development!,Waterval East,639000,3,1.5,1,0
New Development!,Waterval East,609000,3,1.5,0,0
New Development!,Waterval East,609000,3,1.5,2,0
New Development!,Waterval East,599000,3,1.5,2,0
Exquisite New Townhouses,"Raslouw, 14/129 Lochner Street",1299900,3,2.0,2,0
2.9Ha Plot in Private Nature Reserve,Stilbaai Wes,900000,0,0.0,0,0
"Cramond House - R6,600,000",Cramond,6600000,12,6.0,0,0
Beachfront Living,St Francis Bay Village,5750000,4,3.0,0,0
"Albert Falls - Vacant Land - R650,000",Albert Falls,650000,0,0.0,0,0
Security Living at its best!,Stellenbosch Central,5300000,4,4.0,4,1
Vacant stand in Kleinemonde Eastern Cape,"Kleinemonde, 20 Fletcher Road",350000,0,0.0,0,0
Plot for sale in Kleinemonde Eastern Cape,"Kleinemonde, 22 Fletcher Road",330000,0,0.0,0,0
Rental income guaranteed!,"Kameeldrift East, 241/241 Spioenkop Road",2160000,3,2.0,0,0
Kameeldrift East,Kameeldrift East,18000000,7,5.0,0,0
This is It!!,Tlhabane West,740000,3,2.0,0,0
Planning For A Retirement Investment?!,Humansdorp,2260000,8,4.0,0,0
3 Bedroom house Rustenburg,Kloof Gardens,802500,3,2.0,2,1
Urgent Business for Sale! Nu13 !,Mdantsane,600000,2,0.0,0,0
Ideal Location!,Wavecrest,396000,0,0.0,0,0
Open plot in Shelley Point Golf Estate with Beautiful views,Shelley Point,450000,0,0.0,0,0
Beauty Knows No End....,Stilbaai Oos,430000,0,0.0,0,0
Extra Large plot with uninterrupted views & building plans.,"Calypso Beach, 22 Iris Way",,0,0.0,0,0
Executive Home with spectacular views,Paradise Beach,5400000,5,5.0,5,2
Great house for the renovator,Barberton,720000,3,3.0,1,1
Three bedroom house in waterval East,Waterval East,870000,3,1.5,0,0
Impangele Estate,Kidds Beach,1425000,3,2.0,0,0
Well priced plot in an Up-Market Estate,Khamanga Bay,500000,0,0.0,0,0
So much on offer in the PORT,"Port St Francis, 18 Upperdeck",3800000,3,3.0,0,0
Walk to the beach and make the most of the life at the sea,"Scottburgh Central, 1 Marilyn Court, 4 Marine terrace",955000,2,1.0,2,0
Level Plot in Quiet Seaside village,Kaysers Beach, 225000,0,0.0,0,0
Investors  dream. . . .,Newcastle Central,4700000,4,1.0,0,0
Quiet family home for sale in Louis Trichardt,Louis Trichardt,2450000,4,2.0,4,2
Best Buy!,Oyster Bay,455000,0,0.0,0,0
Simplistic Elegance Defined,"Westlake Country & Safari Estate, 221 Mountainview Drive",4200000,4,3.0,4,3
3 Bedroom Flat Rustenburg.,Middedorp,465000,3,1.5,4,0
3 Bedroom Flat Rustenburg.,Middedorp,405000,3,1.0,4,0
3 Bedroom flat Middedorp!,Middedorp,525000,3,1.0,4,0
Stylish & Luxurious Accommodation Establishment,Jeffreys Bay Central,4300000 ,8,7.0,7,0
Stop to smell the flowers!,Waterval East,1225000,3,2.0,7,0
Modern Executive Living,Sonheuwel,4700000,3,3.0,7,0
Midlands - Estate,"Howick Rural, 30 Eagle Crest",950000,0,0.0,0,0
You Can't Go Wrong,Wavecrest,477000,0,0.0,0,0
Absolutely Stunning,Wavecrest,477000,0,0.0,0,0
Vacant Land/Plot for sale Calypso Beach Langebaan,Calypso Beach,1100000,0,0.0,0,0
Footprints in the sand,Stilbaai Oos,542000,0,0.0,0,0
Golf estate splendour,"Parys, 375 Vaal de Grace Golf Estate",2899000,4,2.0,0,0
Achieve The Ultimate Dream,Fountains Estate,660000,0,0.0,0,0
Plot with a view to die for ! - Langebaan,Mykonos,2260000,0,0.0,0,0
3 Bedrooms House for sale in Sunset Estate,Sunset Estate,2850000,3,3.0,4,2
5 Bedroom house in Estate,Buffelspoort Eco Estate,3300000,5,3.0,4,2
To good to last!!,Bo Dorp,750000,3,2.0,4,0
Neat and Spacious,Tlhabane West,750000,3,1.0,0,0
Lifestyle wounder,Nigel Central,4120000,6,3.0,0,0
Level plot in an Up-Market Estate,Khamanga Bay,485000,0,0.0,0,0
Big Family Home,Barberton,1795000,5,5.0,5,2
Close to nature!,"Emerald Heights, 6554 Emerald Heights",150000,0,0.0,0,0
Vacant land on the Crest of the Hill in Kleinemonde E-Cape,"Kleinemonde, 12 Hillcrest Road",250000,0,0.0,0,0
Vacant land for sale in Kleinemonde Eastern Cape,"Kleinemonde, 27 Hillcrest Road",450000,0,0.0,0,0
Excellent home perfectly positioned!,Bo Dorp,1270000,3,2.0,1,0
House in Myburgh Park with Great View !,Myburgh Park,2995000,4,4.0,4,2
A Blank Canvas,Wavecrest,495000,0,0.0,0,0
New plot and plan development near the Airport,Cove Rock,671500,2,1.0,0,0
Lifestyle Living in Emperror's Ridge Mount Richmore Ballito.,"Mount Richmore Village Estate, 1067 Dolphin Ridge",1650000,0,0.0,0,0
Lifestyle Living in Mount Richmore Ballito,"Mount Richmore Village Estate, 1063 Dolphin Ridge",1650000,0,0.0,0,0
Lifestyle Living in Emperror's Ridge Mount Richmore Ballito.,"Mount Richmore Village Estate, 1065 Dolphin Ridge",1650000,0,0.0,0,0
"Lifestyle Estate, That Offers It All Mount Richmore Ballito.","Mount Richmore Village Estate, 1060 Dolphin Ridge",1680000,0,0.0,0,0
Lovely Forrest and Valley Views in Mount Richmore Ballito.,"Mount Richmore Village Estate, 1059 Dolphin Ridge",1680000,0,0.0,0,0
"Lovely Land Waiting for You, Mount Richmore Ballito.","Mount Richmore Village Estate, 1057 Dolphin Ridge",1887000,0,0.0,0,0
Awesome Land Awaiting Your Dream Home Mount Richmore Ballito,"Mount Richmore Village Estate, 1056 Dolphin Ridge",1887000,0,0.0,0,0
Stunning Piece of Land in Mount Richmore Estate Ballito,"Mount Richmore Village Estate, 1055 Dolphin Ridge",1750000,0,0.0,0,0
No Transfer Duty in Mount Richmore Estate Ballito,"Mount Richmore Village Estate, 1054 Dolphin Ridge",1887000,0,0.0,0,0
Executive Land in Mount Richmore Ballito.,"Mount Richmore Village Estate, 1040 Dolphin Ridge",1900000,0,0.0,0,0
Executive Plot For Sale in Mount Richmore Ballito,"Mount Richmore Village Estate, 1041 Dolphin Ridge",1900000,0,0.0,0,0
"Buy Your Plot, Build Your Dream Home in Mount Richmore!","Mount Richmore Village Estate, 1042 Dolphin Ridge",1650000,0,0.0,0,0
"Family security, build memories in Mount Richmore Estate","Mount Richmore Village Estate, 1043 Dolphin Ridge",1887000,0,0.0,0,0
"Land Available For Sale, in Mount Richmore Estate Ballito","Mount Richmore Village Estate, 1044 Dolphin Ridge",1900000,0,0.0,0,0
New Opportunity! Land For Sale in Mount Richmore Ballito,"Mount Richmore Village Estate, 1047 Dolphin Ridge",1890000,0,0.0,0,0
"Beautiful Sea Views in Mount Richmore Estate, Ballito","Mount Richmore Village Estate, 1048 Dolphin Ridge",1890000,0,0.0,0,0
4 Bedroom House in Paradise Beach,"Paradise Beach, 53 Odysseus Lane",2995000,4,3.0,3,2
Entertainers Dream Homestead in Cintsa Surrounds,Cintsa East,3750000,4,3.0,0,0
Twelve Bedroom Guest House in Port Alfred,"Port Alfred, 8 Beach Crescent",4000000 ,12,12.0,0,0
Stunning property on the banks of the Goukou-River,Stilbaai Oos,3200000,4,4.0,0,0
Special Stand in the popular Golf park area,Stilbaai Wes,1085000,0,0.0,0,0
"Luxury home/Hotel potential,freehold, boomed area Vaal River",Windsor On Vaal,8250000,6,7.0,9,2
Three Houses on One Property in Bathurst,Bathurst,1970000,6,4.0,3,0
Bedfordview Executive Home... Luxurious Tranquilty!,Bedfordview,20000000,5,5.0,6,4
Large North Facing Plot with Sea Views in Port Alfred,"Emerald Heights, 36 Sea Breeze Drive",200000,0,0.0,0,0
Enough space for starters!!,Middedorp,490000,3,1.0,0,0
Spacious family duplex,"Scottburgh Central, 4/137 Williamson Street",1275000,3,2.0,2,1
Two Houses for the Price of One in Ben Fleur,Ben Fleur,1968000,3,2.0,2,0
Birdsong Manor house,"Myburgh Park, 7 Sandpiper",4950000,3,4.0,2,0
Huge 4 Bedroom House in Calypso Beach,Calypso Beach,4250000,4,5.0,2,0
It doesn't get any better than this!,Waterval East,630000,3,1.0,0,0
Don't let this one get away!,Safari Gardens,625000,2,1.0,0,0
Get your Parys rental,Parys,495000,2,1.0,0,0
Land zoned for general residential purposes Port Alfred,"East Bank, 1 Slaughter Street",165000,0,0.0,0,0
Fantastic Development Opportunity,Fountains Estate,8000000,0,0.0,0,0
Stunning Opportunity,Barberton,1100000,3,2.0,0,0
2 Bedroom Townhouse Middedorp,Middedorp,535000,2,1.5,0,0
Do you feel lucky?,Middedorp,790000,3,2.0,0,0
Once in a lifetime opportunity!,Middedorp,520000,2,1.5,0,0
Easy Living,Jeffreys Bay Central,1135000,2,2.0,2,0
Development Site With Spectacular Sea Views,La Mercy,35000000,0,0.0,0,0
Large sea view plot in Chintsa Bay Beach Club,"Cintsa West, 1 Chintsa Bay Beach Club",370000,0,0.0,0,0
Level corner plot in Kei Mouth,"Kei Mouth, 977 Frontier Steenbras",260000,0,0.0,0,0
The Future In Stylish Living,Wavecrest,2500000,3,2.0,0,0
"Sea view Plot for sale in Yzerfontein, West Coast","Yzerfontein, 131 Dassen Eiland",1060000,0,0.0,0,0
Spacious house central located.,Safari Gardens,1995000,3,4.0,4,2
Apartment For Sale In Hartenbos,Hartenbos,8600000,4,4.0,0,0
Land for development,Nelspruit,,0,0.0,0,0
Echo Development,Nelspruit,,0,0.0,0,0
Roodeplaat,Roodeplaat,6850000,8,6.0,0,0
Family Home on the Beachfront in Port Alfred,"West Beach, 82 West Beach Drive",4800000,7,6.0,6,2
Stunning 5 bedroom house in Sable hills for sale,"Sable Hills, 220/16 Eland",5280000,5,5.0,6,0
For The Developer!,"Wavecrest, 27 Tamarisk Square",770000,0,0.0,0,0
Opportunity To Build!,"Wavecrest, 10 Firethorn Avenue",440000,0,0.0,0,0
Plot for Sale Paradise Beach uninterrupted views,Paradise Beach,900000,0,0.0,0,0
Large property with workshop and toilet facilities,Brakpan Central,1620000,6,4.0,6,6
Comfortable Countrystyle House,Barberton,1630000,3,2.0,2,1
Bargain sea side stand for sale,"Sandy Point, 5 Abalone Street",319000,0,0.0,0,0
Large Plot with Lovely Sea Views in Port Alfred,"Port Alfred, 5850 Greenfields",220000,0,0.0,0,0
Parys Tranquil and beautiful positioned,Parys,6480000,5,3.0,3,2
Nice spacious family home,Barberton,955000,4,4.0,5,2
Beauty and lifestyle,Stilbaai Wes,950000,0,0.0,0,0
The Perfect Home Spectacular Meanering River and Ocean View,Freeland Park,3950000,4,3.0,0,0
Spacious family home,Barberton,1020000,3,2.0,1,4
Vacant land for sale in Royal Alfred Marina Port Alfred,"Royal Alfred Marina, 1 The Spithead",1850000,0,0.0,0,0
Are you a nature lover?!,Buffelspoort Eco Estate,510000,0,0.0,0,0
Looking for piece and serenity in nature?,Buffelspoort Eco Estate,485000,0,0.0,0,0
Glorious Sea-View Plot in an Up-Market Estate,"Khamanga Bay, 16 Gwenya Crescent",545000,0,0.0,0,0
Secure Complex!,Wavecrest,972000,2,2.0,0,0
Vacant Stand in Exclusive Estate,Stilbaai Wes,478000,0,0.0,0,0
Spacious family home,Barberton,1650000,3,2.0,0,0
Parys: Develop a town house complex,Parys,685000,0,0.0,0,0
Tranquility at the Vaal Dam,Deneysville,3900000,4,2.0,3,4
A cheerful canter for everyday family living.,Middedorp,460000,2,2.0,0,0
Friendly little home,Waterval East,890000,3,2.0,2,1
Land for Sale in Sunderland Ridge,Sunderland Ridge,1890000,0,0.0,0,0
Land for Sale in Sunderland Ridge,Sunderland Ridge,1890000,0,0.0,0,0
Sable Hills Waterfront Estate,"Sable Hills, 177/18 Fish Eagle",11950000,5,5.0,6,6
Peacefulness  in Abundance,Paradise Beach,495000,0,0.0,0,0
High-end Area,Paradise Beach,795000,0,0.0,0,0
Calmness in Abundance,Paradise Beach,275000,0,0.0,0,0
Magnificent Italian Villa in Parys,Parys,,4,3.0,4,3
N E W   R E L E A S E !,Dalpark,1630000,4,2.0,4,0
"House for sale in Byenestpoort, Pretoria.",Byenespoort,7500000,3,2.0,0,0
Parys golf Estate,Parys Golf & Country Estate,387000,0,0.0,0,0
Beautifully positioned vacant stand - Will look at offers,"Shelley Point, 00 38th Street",378000,0,0.0,0,0
North facing stand in the Shelley Point Estate,"Shelley Point, 0 5th Ave",300000,0,0.0,0,0
Give me a call,Oos Einde,860000,3,2.0,0,0
Prime Location !,Gamtoos Mouth,599000,0,0.0,0,0
large Vacand Stand In Da Gama Bay,"Da Gama Bay, 4 Bowline close",265000,0,0.0,0,0
A little mansion in a secure estate,Cashan & Ext,3430000,4,2.0,3,2
One of a kind property!,Safari Gardens,3495000,7,5.0,3,0
Brand new development,Waterval East,875000,3,2.0,2,1
Stunning Sea Vistas from the Kei Mouth plot,"Kei Mouth, 507 Starling Street",1100000,0,0.0,0,0
Stunning Kei Mouth Sea views from this plot,"Kei Mouth, 506 Starling Street",1100000,0,0.0,0,0
Reduced to sell!! Large stand in Sandy Point,"Sandy Point, 18 Plover Street",278000,0,0.0,0,0
Parys Golf Estate stand,Parys,660000,0,0.0,0,0
Views and plenty of rooms,Jeffreys Bay Central,4300000,9,9.0,0,0
So much to offer...,"Pennington, 18 Beefwood Road",1850000,4,2.0,3,4
Kick-start your investment!,Oos Einde,540000,2,1.0,2,1
Enough space for the whole family,Geelhoutpark,1375000,4,2.0,2,0
A Bargain Buy,Stilbaai Oos,600000,0,0.0,0,0
Enjoy a peaceful and safe lifestyle!,Rustenburg,700000,0,0.0,0,0
Perfect for a Home of your dreams in a Peaceful environment.,"Bazley Beach, Erf 181 Lagoon Drive",350000,0,0.0,0,0
Sunset Boulevard - Complex living @ its Best!,Ben Fleur,1179000,3,2.0,2,2
River Front Golf Stand Parys,Parys Golf & Country Estate,330000,0,0.0,0,0
Do not pay rent anymore!,Safari Gardens,640000,3,2.0,2,0
Hop-skip and a jump to school!,Middedorp,530000,3,2.0,0,0
1000mÂ² vacant land for sale - Mtwalume,"Mtwalume, Portion 1/151 Mast road",455000,0,0.0,0,0
"4 Bedroom house for sale in Myburgpark, Langebaan",Myburgh Park,5595000,4,4.0,0,0
Built for Families,Koster,1020000,3,2.0,0,0
See the ocean all day long,Wavecrest,8500000,8,7.0,0,0
Are u looking for a adventure to complete. . .,Aviary Hill,16800000,5,5.0,0,0
Great business property available in Mogwase,Mogwase,4815000,10,10.0,0,0
Two complete houses on one stand!,Safari Gardens,2600000,3,2.0,0,0
Two for the price of one!,Safari Gardens,2600000,6,4.0,2,2
Character home/office/business in town for sale,"Grahamstown, 53 New Street",1800000,6,2.0,4,0
Magnificent Executive home!!,"Ballito Central, 9 Avondale Road",10500000,6,7.0,7,2
2 Bedroom Townhouse,Cashan & Ext,850000,2,1.0,7,0
Parys Looking for the WOW Factor,Parys,3950000,4,3.0,4,3
A place to hang your heart!,Buffelspoort Eco Estate,2986000,3,2.0,4,0
Wind Free In A Private Position - Froggy Farm,Simons Town Central,5495000,4,3.0,4,0
"House for sale in Kameelfontein, Pretoria.",Kameelfontein,5900000,3,11.0,4,0
Peace and Tranquility on the River!,Stilbaai Wes,1750000,3,1.0,0,0
Wild Coast Meander Small holding deluxe,Cintsa East,1800000,0,0.0,0,0
"KZN Natal Midlands, 2.76Ha Rosetta - Beautiful Italian style","Rosetta, 1 Rosetta Rd",3500000,3,3.0,0,0
Double storey plot in Balugha River estate,"Glengariff, 41 Balugha River Estate",380000,0,0.0,0,0
Gem in Eldo View,Eldo View,2890000,4,3.0,0,0
Ideal family home in Clansthal,Clansthal,1900000,3,2.0,0,0
Nice neat modern and new!,Waterval East,1400000,3,2.0,0,0
Exclusive Waterfront Home in Deneysville,Deneysville,3000000,4,6.0,4,4
"Young, glamorous and affordable",Waterval East,1350000,3,3.0,3,2
Farm style living in Cathcart.,"Cathcart, 9-11 Heining",,4,2.0,3,0
Close to Fountains Mall,Fountains Estate,378000,0,0.0,0,0
Sought After Area and very popular street,Wavecrest,495000,0,0.0,0,0
Vacant Land,Buffelspoort Eco Estate,320000,0,0.0,0,0
"Location, location, location",Muckleneuk,4400000,4,2.0,0,0
Income generator : 5 fully furnished self-catering flatlets,"Stompneus Bay, 5 Heuwel Street",3215000,9,5.0,5,0
Safe and secure!,Geelhoutpark,570000,2,1.0,1,1
Build your Dream Home,"Saiccor Village, 35 Roy Wright Avenue",395000,0,0.0,0,0
Build your dream home - Saiccor Village,"Saiccor Village, 37 Roy Wright Avenue",495000,0,0.0,0,0
The Ultimate Escape!,Zimbali Coastal Resort & Estate,16000000,5,5.0,5,2
Magnificent Views Spacious Apartment,Simbithi Eco Estate,3790000,3,2.5,3,2
Magnificent Large Piece of Land in Simbithi Eco Golf Estate.,Simbithi Eco Estate,3690000,0,0.0,0,0
Build your ideal home - Pennington,"Pennington, 41 Kingfish Road",350000,0,0.0,0,0
Vacant Stand Of 580sqm Located in St Helena bay,"Harbour Lights, 7 Kingklip Crescent",318000,0,0.0,0,0
Vacant Stand Of 480sqm In St Helena Bay,"Harbour Lights, 50 Kingklip Crescent",318000,0,0.0,0,0
